ID,Exp. Mass,%,Hit,Hit Score,# Perms,Theo. Mass,Da,ppm,Hex,HexNAc,Neu5Ac,Fuc,Oxidation,OffBy+1,OffBy-1,Perm,Perm Score,N13,N30,O115-122,O123-133,O134-145
133-13-50,22069.8976,2.1,50,0.01,2,22069.9541,-0.0565,-3,15,13,4,2,2,1,0,0,0.01,A3S3F+LacN1,A2S1G1F,2 x Core,unmodified,1 x Core
133-13-51,22069.8976,2.1,51,0.01,2,22069.9541,-0.0565,-3,15,13,4,2,2,1,0,0,0.00,A3S3F,A2G2F,2 x Core + 1 x S,1 x Core,1 x Core
133-13-52,22069.8976,2.1,52,0.01,2,22069.9541,-0.0565,-3,15,13,4,2,2,1,0,0,0.00,A3S1G2F,A2G2F,2 x Core,unmodified,2 x Core + 3 x S
133-13-53,22069.8976,2.1,53,0.01,1,22069.9541,-0.0565,-3,15,13,4,2,2,1,0,0,0.01,A3S3F,A2S1G1F,2 x Core,1 x Core,1 x Core
133-13-54,22069.8976,2.1,54,0.01,1,22069.9541,-0.0565,-3,15,13,4,2,2,1,0,0,0.01,A3S2G1F,A2S1G1F,2 x Core,2 x Core + 1 x S,unmodified
133-13-55,22069.8976,2.1,55,0.01,1,22069.9541,-0.0565,-3,15,13,4,2,2,1,0,0,0.01,A3S1G2F,A2S2F,2 x Core,2 x Core + 1 x S,unmodified
133-13-56,22069.8976,2.1,56,0.01,1,22069.9541,-0.0565,-3,15,13,4,2,2,1,0,0,0.01,A3S3F+LacN1,A2S1G1F,1 x Core,1 x Core,1 x Core
133-13-57,22069.8976,2.1,57,0.00,1,22069.9541,-0.0565,-3,15,13,4,2,2,1,0,0,0.00,A3S2G1F,A2G2F,2 x Core + 1 x S,2 x Core + 1 x S,unmodified
133-13-58,22069.8976,2.1,58,0.00,2,22069.9541,-0.0565,-3,15,13,4,2,2,1,0,0,0.00,A3S2G1F+LacN1,A2S2F,2 x Core,unmodified,1 x Core
133-13-59,22069.8976,2.1,59,0.00,1,22069.9541,-0.0565,-3,15,13,4,2,2,1,0,0,0.00,A3S2G1F+LacN1,A2S2F,1 x Core,1 x Core,1 x Core
133-13-60,22069.8976,2.1,60,0.00,3,22069.9541,-0.0565,-3,15,13,4,2,2,1,0,0,0.00,A3S2G1F+LacN1,A2G2F,1 x Core,1 x Core + 2 x S,1 x Core
133-13-61,22069.8976,2.1,61,0.00,2,22069.9541,-0.0565,-3,15,13,4,2,2,1,0,0,0.00,A3S2G1F+LacN1,A2G2F,2 x Core,unmodified,1 x Core + 2 x S
133-13-62,22069.8976,2.1,62,0.00,1,22069.9541,-0.0565,-3,15,13,4,2,2,1,0,0,0.00,A3S3F,A2G2F,2 x Core,2 x Core + 1 x S,unmodified
133-13-63,22069.8976,2.1,63,0.00,1,22069.9541,-0.0565,-3,15,13,4,2,2,1,0,0,0.00,A1S1F,A2G2F,2 x Core,2 x Core + 1 x S,2 x Core + 2 x S
134-8-0,22069.9120,2.7,0,25.12,4,22069.9541,-0.0421,-2,15,13,4,2,2,1,0,0,19.25,A2G2F,A2S1G1F,2 x Core,2 x Core + 2 x S,1 x Core + 1 x S
134-8-1,22069.9120,2.7,1,18.95,4,22069.9541,-0.0421,-2,15,13,4,2,2,1,0,0,11.65,A2G2F,A2G2F,2 x Core + 1 x S,2 x Core + 2 x S,1 x Core + 1 x S
134-8-2,22069.9120,2.7,2,14.67,3,22069.9541,-0.0421,-2,15,13,4,2,2,1,0,0,14.36,A2G2F,A2G2F,2 x Core + 2 x S,2 x Core + 2 x S,1 x Core
134-8-3,22069.9120,2.7,3,13.50,8,22069.9541,-0.0421,-2,15,13,4,2,2,1,0,0,6.49,A2G2F,A2S1G1F,2 x Core + 1 x S,2 x Core + 2 x S,1 x Core
134-8-4,22069.9120,2.7,4,4.02,2,22069.9541,-0.0421,-2,15,13,4,2,2,1,0,0,3.10,A2G2F,A2S1G1F,2 x Core + 1 x S,2 x Core + 1 x S,1 x Core + 1 x S
134-8-5,22069.9120,2.7,5,3.82,6,22069.9541,-0.0421,-2,15,13,4,2,2,1,0,0,2.39,A3S1G2F,A2G2F,1 x Core + 1 x S,2 x Core + 2 x S,1 x Core
134-8-6,22069.9120,2.7,6,3.32,4,22069.9541,-0.0421,-2,15,13,4,2,2,1,0,0,2.91,A2G2F,A2S2F,2 x Core,2 x Core + 2 x S,1 x Core
134-8-7,22069.9120,2.7,7,3.19,2,22069.9541,-0.0421,-2,15,13,4,2,2,1,0,0,3.16,A2S1G1F,A2S1G1F,2 x Core,2 x Core + 2 x S,1 x Core
134-8-8,22069.9120,2.7,8,1.57,2,22069.9541,-0.0421,-2,15,13,4,2,2,1,0,0,1.39,A2G2F,A2S2F,2 x Core,2 x Core + 1 x S,1 x Core + 1 x S
134-8-9,22069.9120,2.7,9,1.51,1,22069.9541,-0.0421,-2,15,13,4,2,2,1,0,0,1.51,A2S1G1F,A2S1G1F,2 x Core,2 x Core + 1 x S,1 x Core + 1 x S
134-8-10,22069.9120,2.7,10,1.44,2,22069.9541,-0.0421,-2,15,13,4,2,2,1,0,0,1.14,A3S1G2F,A2G2F,1 x Core + 1 x S,2 x Core + 1 x S,1 x Core + 1 x S
134-8-11,22069.9120,2.7,11,1.16,4,22069.9541,-0.0421,-2,15,13,4,2,2,1,0,0,0.64,A3S1G2F,A2S1G1F,1 x Core + 1 x S,2 x Core + 1 x S,1 x Core
134-8-12,22069.9120,2.7,12,0.90,2,22069.9541,-0.0421,-2,15,13,4,2,2,1,0,0,0.89,A2G2F,A2G2F,2 x Core,2 x Core + 2 x S,1 x Core + 2 x S
134-8-13,22069.9120,2.7,13,0.85,2,22069.9541,-0.0421,-2,15,13,4,2,2,1,0,0,0.69,A2G2F,A2G2F,2 x Core,2 x Core + 3 x S,1 x Core + 1 x S
134-8-14,22069.9120,2.7,14,0.64,4,22069.9541,-0.0421,-2,15,13,4,2,2,1,0,0,0.38,A2G2F,A2S1G1F,2 x Core,2 x Core + 3 x S,1 x Core
134-8-15,22069.9120,2.7,15,0.58,3,22069.9541,-0.0421,-2,15,13,4,2,2,1,0,0,0.33,A3S1G2F,A2S1G1F,1 x Core,2 x Core + 2 x S,1 x Core
134-8-16,22069.9120,2.7,16,0.53,2,22069.9541,-0.0421,-2,15,13,4,2,2,1,0,0,0.47,A2G2F,A2S2F,2 x Core + 1 x S,2 x Core + 1 x S,1 x Core
134-8-17,22069.9120,2.7,17,0.51,1,22069.9541,-0.0421,-2,15,13,4,2,2,1,0,0,0.51,A2S1G1F,A2S1G1F,2 x Core + 1 x S,2 x Core + 1 x S,1 x Core
134-8-18,22069.9120,2.7,18,0.49,1,22069.9541,-0.0421,-2,15,13,4,2,2,1,0,0,0.49,A3S1G2F,A2S1G1F,2 x Core,1 x Core + 1 x S,1 x Core + 1 x S
134-8-19,22069.9120,2.7,19,0.35,4,22069.9541,-0.0421,-2,15,13,4,2,2,1,0,0,0.23,A2G2F,A2G2F,2 x Core + 1 x S,2 x Core + 3 x S,1 x Core
134-8-20,22069.9120,2.7,20,0.33,2,22069.9541,-0.0421,-2,15,13,4,2,2,1,0,0,0.23,A2S1G1F,A2S2F,2 x Core,2 x Core + 1 x S,1 x Core
134-8-21,22069.9120,2.7,21,0.33,4,22069.9541,-0.0421,-2,15,13,4,2,2,1,0,0,0.18,A3S2G1F,A2G2F,1 x Core + 1 x S,2 x Core + 1 x S,1 x Core
134-8-22,22069.9120,2.7,22,0.31,2,22069.9541,-0.0421,-2,15,13,4,2,2,1,0,0,0.24,A2G2F,A2S1G1F,2 x Core,2 x Core + 1 x S,1 x Core + 2 x S
134-8-23,22069.9120,2.7,23,0.22,3,22069.9541,-0.0421,-2,15,13,4,2,2,1,0,0,0.11,A3S2G1F+LacN1,A2G2F,1 x Core + 1 x S,1 x Core,1 x Core + 1 x S
134-8-24,22069.9120,2.7,24,0.17,2,22069.9541,-0.0421,-2,15,13,4,2,2,1,0,0,0.09,A3S2G1F,A2S1G1F,2 x Core,1 x Core,1 x Core + 1 x S
134-8-25,22069.9120,2.7,25,0.16,2,22069.9541,-0.0421,-2,15,13,4,2,2,1,0,0,0.09,A3S1G2F,A2S2F,2 x Core,1 x Core,1 x Core + 1 x S
134-8-26,22069.9120,2.7,26,0.16,3,22069.9541,-0.0421,-2,15,13,4,2,2,1,0,0,0.09,A3S2G1F,A2G2F,1 x Core,2 x Core + 2 x S,1 x Core
134-8-27,22069.9120,2.7,27,0.14,1,22069.9541,-0.0421,-2,15,13,4,2,2,1,0,0,0.14,A2G2F,A2G2F,2 x Core + 1 x S,2 x Core + 1 x S,1 x Core + 2 x S
134-8-28,22069.9120,2.7,28,0.14,1,22069.9541,-0.0421,-2,15,13,4,2,2,1,0,0,0.14,A3S2G1F,A2G2F,2 x Core,1 x Core + 1 x S,1 x Core + 1 x S
134-8-29,22069.9120,2.7,29,0.09,3,22069.9541,-0.0421,-2,15,13,4,2,2,1,0,0,0.06,A3S2G1F+LacN1,A2S1G1F,1 x Core + 1 x S,1 x Core,1 x Core
134-8-30,22069.9120,2.7,30,0.08,4,22069.9541,-0.0421,-2,15,13,4,2,2,1,0,0,0.05,A3S1G2F,A2G2F,2 x Core + 1 x S,2 x Core + 2 x S,unmodified
134-8-31,22069.9120,2.7,31,0.08,2,22069.9541,-0.0421,-2,15,13,4,2,2,1,0,0,0.08,A3S1G2F,A2S1G1F,2 x Core,2 x Core + 2 x S,unmodified
134-8-32,22069.9120,2.7,32,0.08,6,22069.9541,-0.0421,-2,15,13,4,2,2,1,0,0,0.06,A3S2G1F+LacN1,A2G2F,unmodified,2 x Core + 2 x S,1 x Core
134-8-33,22069.9120,2.7,33,0.06,2,22069.9541,-0.0421,-2,15,13,4,2,2,1,0,0,0.04,A3S1G2F,A2G2F,2 x Core,1 x Core + 2 x S,1 x Core + 1 x S
134-8-34,22069.9120,2.7,34,0.06,3,22069.9541,-0.0421,-2,15,13,4,2,2,1,0,0,0.04,A3S3F+LacN1,A2G2F,1 x Core + 1 x S,1 x Core,1 x Core
134-8-35,22069.9120,2.7,35,0.06,2,22069.9541,-0.0421,-2,15,13,4,2,2,1,0,0,0.03,A3S2G1F,A2S1G1F,2 x Core + 1 x S,1 x Core,1 x Core
134-8-36,22069.9120,2.7,36,0.05,2,22069.9541,-0.0421,-2,15,13,4,2,2,1,0,0,0.03,A3S1G2F,A2S2F,2 x Core + 1 x S,1 x Core,1 x Core
134-8-37,22069.9120,2.7,37,0.05,4,22069.9541,-0.0421,-2,15,13,4,2,2,1,0,0,0.03,A3S2G1F+LacN1,A2G2F,unmodified,2 x Core + 1 x S,1 x Core + 1 x S
134-8-38,22069.9120,2.7,38,0.04,2,22069.9541,-0.0421,-2,15,13,4,2,2,1,0,0,0.02,A3S1G2F,A2S1G1F,2 x Core,1 x Core + 2 x S,1 x Core
134-8-39,22069.9120,2.7,39,0.03,4,22069.9541,-0.0421,-2,15,13,4,2,2,1,0,0,0.01,A3S1G2F,A2G2F,2 x Core + 1 x S,1 x Core + 2 x S,1 x Core
134-8-40,22069.9120,2.7,40,0.02,4,22069.9541,-0.0421,-2,15,13,4,2,2,1,0,0,0.02,A3S2G1F+LacN1,A2S1G1F,unmodified,2 x Core + 1 x S,1 x Core
134-8-41,22069.9120,2.7,41,0.02,2,22069.9541,-0.0421,-2,15,13,4,2,2,1,0,0,0.02,A3S2G1F,A2G2F,2 x Core,2 x Core + 2 x S,unmodified
134-8-42,22069.9120,2.7,42,0.02,2,22069.9541,-0.0421,-2,15,13,4,2,2,1,0,0,0.01,A3S3F,A2G2F,2 x Core,1 x Core,1 x Core + 1 x S
134-8-43,22069.9120,2.7,43,0.02,2,22069.9541,-0.0421,-2,15,13,4,2,2,1,0,0,0.01,A3S2G1F+LacN1,A2S1G1F,2 x Core,unmodified,1 x Core + 1 x S
134-8-44,22069.9120,2.7,44,0.02,4,22069.9541,-0.0421,-2,15,13,4,2,2,1,0,0,0.01,A3S3F+LacN1,A2G2F,unmodified,2 x Core + 1 x S,1 x Core
134-8-45,22069.9120,2.7,45,0.02,3,22069.9541,-0.0421,-2,15,13,4,2,2,1,0,0,0.01,A3S1G2F,A2G2F,1 x Core,2 x Core + 3 x S,1 x Core
134-8-46,22069.9120,2.7,46,0.01,1,22069.9541,-0.0421,-2,15,13,4,2,2,1,0,0,0.01,A3S2G1F,A2S2F,2 x Core,1 x Core,1 x Core
134-8-47,22069.9120,2.7,47,0.01,1,22069.9541,-0.0421,-2,15,13,4,2,2,1,0,0,0.01,A3S1G2F,A2S1G1F,2 x Core + 1 x S,2 x Core + 1 x S,unmodified
134-8-48,22069.9120,2.7,48,0.01,2,22069.9541,-0.0421,-2,15,13,4,2,2,1,0,0,0.01,A3S3F+LacN1,A2G2F,2 x Core,unmodified,1 x Core + 1 x S
134-8-49,22069.9120,2.7,49,0.01,2,22069.9541,-0.0421,-2,15,13,4,2,2,1,0,0,0.01,A3S2G1F,A2G2F,2 x Core,1 x Core + 2 x S,1 x Core
134-8-50,22069.9120,2.7,50,0.01,2,22069.9541,-0.0421,-2,15,13,4,2,2,1,0,0,0.01,A3S3F+LacN1,A2S1G1F,2 x Core,unmodified,1 x Core
134-8-51,22069.9120,2.7,51,0.01,2,22069.9541,-0.0421,-2,15,13,4,2,2,1,0,0,0.00,A3S3F,A2G2F,2 x Core + 1 x S,1 x Core,1 x Core
134-8-52,22069.9120,2.7,52,0.01,2,22069.9541,-0.0421,-2,15,13,4,2,2,1,0,0,0.00,A3S1G2F,A2G2F,2 x Core,unmodified,2 x Core + 3 x S
134-8-53,22069.9120,2.7,53,0.01,1,22069.9541,-0.0421,-2,15,13,4,2,2,1,0,0,0.01,A3S3F,A2S1G1F,2 x Core,1 x Core,1 x Core
134-8-54,22069.9120,2.7,54,0.01,1,22069.9541,-0.0421,-2,15,13,4,2,2,1,0,0,0.01,A3S2G1F,A2S1G1F,2 x Core,2 x Core + 1 x S,unmodified
134-8-55,22069.9120,2.7,55,0.01,1,22069.9541,-0.0421,-2,15,13,4,2,2,1,0,0,0.01,A3S1G2F,A2S2F,2 x Core,2 x Core + 1 x S,unmodified
134-8-56,22069.9120,2.7,56,0.01,1,22069.9541,-0.0421,-2,15,13,4,2,2,1,0,0,0.01,A3S3F+LacN1,A2S1G1F,1 x Core,1 x Core,1 x Core
134-8-57,22069.9120,2.7,57,0.00,1,22069.9541,-0.0421,-2,15,13,4,2,2,1,0,0,0.00,A3S2G1F,A2G2F,2 x Core + 1 x S,2 x Core + 1 x S,unmodified
134-8-58,22069.9120,2.7,58,0.00,2,22069.9541,-0.0421,-2,15,13,4,2,2,1,0,0,0.00,A3S2G1F+LacN1,A2S2F,2 x Core,unmodified,1 x Core
134-8-59,22069.9120,2.7,59,0.00,1,22069.9541,-0.0421,-2,15,13,4,2,2,1,0,0,0.00,A3S2G1F+LacN1,A2S2F,1 x Core,1 x Core,1 x Core
134-8-60,22069.9120,2.7,60,0.00,3,22069.9541,-0.0421,-2,15,13,4,2,2,1,0,0,0.00,A3S2G1F+LacN1,A2G2F,1 x Core,1 x Core + 2 x S,1 x Core
134-8-61,22069.9120,2.7,61,0.00,2,22069.9541,-0.0421,-2,15,13,4,2,2,1,0,0,0.00,A3S2G1F+LacN1,A2G2F,2 x Core,unmodified,1 x Core + 2 x S
134-8-62,22069.9120,2.7,62,0.00,1,22069.9541,-0.0421,-2,15,13,4,2,2,1,0,0,0.00,A3S3F,A2G2F,2 x Core,2 x Core + 1 x S,unmodified
134-8-63,22069.9120,2.7,63,0.00,1,22069.9541,-0.0421,-2,15,13,4,2,2,1,0,0,0.00,A1S1F,A2G2F,2 x Core,2 x Core + 1 x S,2 x Core + 2 x S
135-2-0,22071.9155,5.1,0,100.00,1,22071.9187,-0.0032,-0,10,10,10,0,0,0,0,0,100.00,A2S1G0,unmodified,2 x Core + 3 x S,2 x Core + 3 x S,2 x Core + 3 x S
136-2-0,22078.9756,1.0,0,58.18,1,22078.9908,-0.0152,-1,14,14,4,2,0,1,0,0,58.18,A2G0F,A2G2F,2 x Core,2 x Core + 2 x S,2 x Core + 2 x S
136-2-1,22078.9756,1.0,1,16.95,1,22078.9908,-0.0152,-1,14,14,4,2,0,1,0,0,16.95,A2G0F,A2G2F,2 x Core,2 x Core + 1 x S,2 x Core + 3 x S
136-2-2,22078.9756,1.0,2,15.50,1,22078.9908,-0.0152,-1,14,14,4,2,0,1,0,0,15.50,A2G0F,A2S1G1F,2 x Core,2 x Core + 1 x S,2 x Core + 2 x S
136-2-3,22078.9756,1.0,3,9.37,1,22078.9908,-0.0152,-1,14,14,4,2,0,1,0,0,9.37,A2G0F,A2G2F,2 x Core + 1 x S,2 x Core + 1 x S,2 x Core + 2 x S
137-7-0,22088.8682,36.9,0,86.17,6,22088.9340,-0.0658,-3,11,10,9,1,0,0,0,0,81.74,unmodified,A2S2F,2 x Core + 2 x S,2 x Core + 2 x S,2 x Core + 3 x S
137-7-1,22088.8682,36.9,1,11.52,6,22088.9340,-0.0658,-3,11,10,9,1,0,0,0,0,10.76,unmodified,A2S1G1F,2 x Core + 2 x S,2 x Core + 3 x S,2 x Core + 3 x S
137-7-2,22088.8682,36.9,2,1.37,4,22088.9340,-0.0658,-3,11,10,9,1,0,0,0,0,1.32,unmodified,A2S2F,2 x Core + 1 x S,2 x Core + 3 x S,2 x Core + 3 x S
137-7-3,22088.8682,36.9,3,0.46,6,22088.9340,-0.0658,-3,11,10,9,1,0,0,0,0,0.25,A3S3F,unmodified,1 x Core + 1 x S,2 x Core + 2 x S,2 x Core + 3 x S
137-7-4,22088.8682,36.9,4,0.21,3,22088.9340,-0.0658,-3,11,10,9,1,0,0,0,0,0.21,A3S3F,unmodified,2 x Core + 2 x S,2 x Core + 2 x S,1 x Core + 2 x S
137-7-5,22088.8682,36.9,5,0.10,6,22088.9340,-0.0658,-3,11,10,9,1,0,0,0,0,0.07,A3S2G1F,unmodified,2 x Core + 2 x S,2 x Core + 3 x S,1 x Core + 2 x S
137-7-6,22088.8682,36.9,6,0.08,3,22088.9340,-0.0658,-3,11,10,9,1,0,0,0,0,0.08,A3S2G1F,unmodified,1 x Core + 1 x S,2 x Core + 3 x S,2 x Core + 3 x S
137-7-7,22088.8682,36.9,7,0.06,6,22088.9340,-0.0658,-3,11,10,9,1,0,0,0,0,0.04,A3S3F+LacN1,unmodified,1 x Core + 1 x S,2 x Core + 3 x S,1 x Core + 2 x S
137-7-8,22088.8682,36.9,8,0.02,3,22088.9340,-0.0658,-3,11,10,9,1,0,0,0,0,0.01,A3S3F+LacN1,unmodified,2 x Core + 2 x S,1 x Core + 2 x S,1 x Core + 2 x S
137-7-9,22088.8682,36.9,9,0.01,2,22088.9340,-0.0658,-3,11,10,9,1,0,0,0,0,0.01,unmodified,A2G2F,2 x Core + 3 x S,2 x Core + 3 x S,2 x Core + 3 x S
137-7-10,22088.8682,36.9,10,0.01,4,22088.9340,-0.0658,-3,11,10,9,1,0,0,0,0,0.00,A3S3F,unmodified,2 x Core + 1 x S,2 x Core + 3 x S,1 x Core + 2 x S
137-7-11,22088.8682,36.9,11,0.00,3,22088.9340,-0.0658,-3,11,10,9,1,0,0,0,0,0.00,A3S3F+LacN1,unmodified,unmodified,2 x Core + 3 x S,2 x Core + 3 x S
137-7-12,22088.8682,36.9,12,0.00,3,22088.9340,-0.0658,-3,11,10,9,1,0,0,0,0,0.00,A3S3F,unmodified,1 x Core,2 x Core + 3 x S,2 x Core + 3 x S
137-7-13,22088.8682,36.9,13,0.00,3,22088.9340,-0.0658,-3,11,10,9,1,0,0,0,0,0.00,A3S1G2F,unmodified,1 x Core + 2 x S,2 x Core + 3 x S,2 x Core + 3 x S
137-5-0,22088.8682,36.9,14,0.00,1,22088.9136,-0.0454,-2,10,10,10,0,1,1,0,0,0.00,A2S1G0,unmodified,2 x Core + 3 x S,2 x Core + 3 x S,2 x Core + 3 x S
137-7-14,22088.8682,36.9,15,0.00,3,22088.9340,-0.0658,-3,11,10,9,1,0,0,0,0,0.00,A3S2G1F+LacN1,unmodified,1 x Core + 2 x S,2 x Core + 3 x S,1 x Core + 2 x S
138-5-0,22092.9225,5.5,0,27.91,2,22092.9653,-0.0428,-2,13,14,5,1,2,0,0,0,27.03,A2G0F,A2G1,2 x Core,2 x Core + 2 x S,2 x Core + 3 x S
138-5-1,22092.9225,5.5,1,23.77,2,22092.9653,-0.0428,-2,13,14,5,1,2,0,0,0,14.95,A2G0F,A2G1,2 x Core + 1 x S,2 x Core + 2 x S,2 x Core + 2 x S
138-4-0,22092.9225,5.5,2,17.41,2,22092.9653,-0.0428,-2,14,14,5,0,1,0,0,0,16.85,A2G1,A2G1,2 x Core,2 x Core + 2 x S,2 x Core + 3 x S
138-4-1,22092.9225,5.5,3,14.82,2,22092.9653,-0.0428,-2,14,14,5,0,1,0,0,0,9.32,A2G1,A2G1,2 x Core + 1 x S,2 x Core + 2 x S,2 x Core + 2 x S
138-4-2,22092.9225,5.5,4,6.21,1,22092.9653,-0.0428,-2,14,14,5,0,1,0,0,0,6.21,A2S1G0,A2G1,2 x Core,2 x Core + 2 x S,2 x Core + 2 x S
138-5-2,22092.9225,5.5,5,4.36,1,22092.9653,-0.0428,-2,13,14,5,1,2,0,0,0,4.36,A2G0F,A2G1,2 x Core + 1 x S,2 x Core + 1 x S,2 x Core + 3 x S
138-4-3,22092.9225,5.5,6,2.72,1,22092.9653,-0.0428,-2,14,14,5,0,1,0,0,0,2.72,A2G1,A2G1,2 x Core + 1 x S,2 x Core + 1 x S,2 x Core + 3 x S
138-4-4,22092.9225,5.5,7,1.81,1,22092.9653,-0.0428,-2,14,14,5,0,1,0,0,0,1.81,A2S1G0,A2G1,2 x Core,2 x Core + 1 x S,2 x Core + 3 x S
138-4-5,22092.9225,5.5,8,1.00,1,22092.9653,-0.0428,-2,14,14,5,0,1,0,0,0,1.00,A2S1G0,A2G1,2 x Core + 1 x S,2 x Core + 1 x S,2 x Core + 2 x S
139-2-0,22103.9156,3.5,0,100.00,1,22103.9085,0.0071,0,10,10,10,0,2,0,0,0,100.00,A2S1G0,unmodified,2 x Core + 3 x S,2 x Core + 3 x S,2 x Core + 3 x S
140-5-0,22104.0587,14.0,0,100.00,1,22103.9085,0.1502,7,10,10,10,0,2,0,0,0,100.00,A2S1G0,unmodified,2 x Core + 3 x S,2 x Core + 3 x S,2 x Core + 3 x S
141-3-0,22105.9478,8.4,0,83.80,6,22105.9289,0.0188,1,11,10,9,1,1,1,0,0,79.49,unmodified,A2S2F,2 x Core + 2 x S,2 x Core + 2 x S,2 x Core + 3 x S
141-3-1,22105.9478,8.4,1,11.20,6,22105.9289,0.0188,1,11,10,9,1,1,1,0,0,10.46,unmodified,A2S1G1F,2 x Core + 2 x S,2 x Core + 3 x S,2 x Core + 3 x S
141-0-0,22105.9478,8.4,2,2.66,3,22105.9493,-0.0016,-0,12,10,8,2,0,0,0,0,2.54,A2S2F,A2S2F,unmodified,1 x Core + 2 x S,1 x Core + 2 x S
141-3-2,22105.9478,8.4,3,1.33,4,22105.9289,0.0188,1,11,10,9,1,1,1,0,0,1.28,unmodified,A2S2F,2 x Core + 1 x S,2 x Core + 3 x S,2 x Core + 3 x S
141-3-3,22105.9478,8.4,4,0.45,6,22105.9289,0.0188,1,11,10,9,1,1,1,0,0,0.24,A3S3F,unmodified,1 x Core + 1 x S,2 x Core + 2 x S,2 x Core + 3 x S
141-3-4,22105.9478,8.4,5,0.21,3,22105.9289,0.0188,1,11,10,9,1,1,1,0,0,0.20,A3S3F,unmodified,2 x Core + 2 x S,2 x Core + 2 x S,1 x Core + 2 x S
141-3-5,22105.9478,8.4,6,0.10,6,22105.9289,0.0188,1,11,10,9,1,1,1,0,0,0.06,A3S2G1F,unmodified,2 x Core + 2 x S,2 x Core + 3 x S,1 x Core + 2 x S
141-3-6,22105.9478,8.4,7,0.08,3,22105.9289,0.0188,1,11,10,9,1,1,1,0,0,0.08,A3S2G1F,unmodified,1 x Core + 1 x S,2 x Core + 3 x S,2 x Core + 3 x S
141-0-1,22105.9478,8.4,8,0.06,3,22105.9493,-0.0016,-0,12,10,8,2,0,0,0,0,0.06,A1S1F,A2S2F,1 x Core + 1 x S,1 x Core + 2 x S,1 x Core + 2 x S
141-3-7,22105.9478,8.4,9,0.05,6,22105.9289,0.0188,1,11,10,9,1,1,1,0,0,0.04,A3S3F+LacN1,unmodified,1 x Core + 1 x S,2 x Core + 3 x S,1 x Core + 2 x S
141-0-2,22105.9478,8.4,10,0.03,6,22105.9493,-0.0016,-0,12,10,8,2,0,0,0,0,0.02,A1S1F,A2S2F,unmodified,2 x Core + 3 x S,1 x Core + 2 x S
141-3-8,22105.9478,8.4,11,0.02,3,22105.9289,0.0188,1,11,10,9,1,1,1,0,0,0.01,A3S3F+LacN1,unmodified,2 x Core + 2 x S,1 x Core + 2 x S,1 x Core + 2 x S
141-3-9,22105.9478,8.4,12,0.01,2,22105.9289,0.0188,1,11,10,9,1,1,1,0,0,0.01,unmodified,A2G2F,2 x Core + 3 x S,2 x Core + 3 x S,2 x Core + 3 x S
141-3-10,22105.9478,8.4,13,0.00,4,22105.9289,0.0188,1,11,10,9,1,1,1,0,0,0.00,A3S3F,unmodified,2 x Core + 1 x S,2 x Core + 3 x S,1 x Core + 2 x S
141-3-11,22105.9478,8.4,14,0.00,3,22105.9289,0.0188,1,11,10,9,1,1,1,0,0,0.00,A3S3F+LacN1,unmodified,unmodified,2 x Core + 3 x S,2 x Core + 3 x S
141-3-12,22105.9478,8.4,15,0.00,3,22105.9289,0.0188,1,11,10,9,1,1,1,0,0,0.00,A3S3F,unmodified,1 x Core,2 x Core + 3 x S,2 x Core + 3 x S
141-3-13,22105.9478,8.4,16,0.00,3,22105.9289,0.0188,1,11,10,9,1,1,1,0,0,0.00,A3S1G2F,unmodified,1 x Core + 2 x S,2 x Core + 3 x S,2 x Core + 3 x S
141-0-3,22105.9478,8.4,17,0.00,1,22105.9493,-0.0016,-0,12,10,8,2,0,0,0,0,0.00,A1S1F,A2S1G1F,1 x Core + 2 x S,1 x Core + 2 x S,1 x Core + 2 x S
141-3-14,22105.9478,8.4,18,0.00,3,22105.9289,0.0188,1,11,10,9,1,1,1,0,0,0.00,A3S2G1F+LacN1,unmodified,1 x Core + 2 x S,2 x Core + 3 x S,1 x Core + 2 x S
142-1-0,22110.9944,2.1,0,18.00,1,22110.9806,0.0138,1,14,14,4,2,2,1,0,0,18.00,A2G0F,A2G2F,2 x Core,2 x Core + 2 x S,2 x Core + 2 x S
142-0-0,22110.9944,2.1,1,15.99,2,22111.0010,-0.0066,-0,16,14,3,2,0,0,0,0,15.84,A3S1G2F,A2G2F,2 x Core,2 x Core + 2 x S,1 x Core
142-2-0,22110.9944,2.1,2,12.60,2,22110.9806,0.0138,1,15,14,4,1,1,1,0,0,11.22,A2G1,A2G2F,2 x Core,2 x Core + 2 x S,2 x Core + 2 x S
142-0-1,22110.9944,2.1,3,7.57,1,22111.0010,-0.0066,-0,16,14,3,2,0,0,0,0,7.57,A3S1G2F,A2G2F,2 x Core,2 x Core + 1 x S,1 x Core + 1 x S
142-1-1,22110.9944,2.1,4,5.24,1,22110.9806,0.0138,1,14,14,4,2,2,1,0,0,5.24,A2G0F,A2G2F,2 x Core,2 x Core + 1 x S,2 x Core + 3 x S
142-1-2,22110.9944,2.1,5,4.79,1,22110.9806,0.0138,1,14,14,4,2,2,1,0,0,4.79,A2G0F,A2S1G1F,2 x Core,2 x Core + 1 x S,2 x Core + 2 x S
142-2-1,22110.9944,2.1,6,4.63,2,22110.9806,0.0138,1,15,14,4,1,1,1,0,0,4.59,A3S1G2F,A2G1,2 x Core,2 x Core + 2 x S,1 x Core + 1 x S
